"country","count","rank","screen_name","name","description","category","X","count.y","pop","percent"
"Slovenia",163,23,"easyJet","easyJet","Connecting people across Europe & passionate about making travel easy & affordable. 8:00-8:00pm GMT Mon-Sun. For customer services visit
https://t.co/hOTXBHTSHz","travel",NA,461,1999425,35.36
"Austria",41,25,"FlyAirNZ","Air New Zealand️","The official Air New Zealand Twitter account  We're listening 24/7. Please call 0800 737 000 for immediate assistance.","airline",NA,116,8291979,35.34
"Austria",41,26,"AirCanada","Air Canada","News & more. For fare discounts & special offers follow @ACFlightOffers. | Nouvelles et plus. Pour nos offres speciales suivez @ACFlightOffers.","airline",NA,116,8291979,35.34
"India",3194,84,"NehaDhupia","Neha Dhupia","Actor , Producer @biggirlpvtltd","person",NA,9039,1134403141,35.34
"Zimbabwe",53,48,"City_Press","City Press Online","City Press is among the top agenda-setting publications in South Africa.","news",NA,150,13119679,35.33
"Japan",858,14,"Delta","Delta","Official account of Delta Air Lines. We're listening around the clock, 7 days a week. For a formal response please visit https://t.co/NnsfScRHt1.","airline",NA,2429,127896740,35.32
"Mexico",251,39,"Airbus","Airbus","A global team designing, manufacturing and supporting the world's leading aircraft... with passengers at heart and airlines in mind.","travel",NA,711,104266392,35.3
"United Kingdom",2565,13,"cathaypacific","Cathay Pacific","Welcome to the Cathay Pacific Airways Twitter community, where you can share your #lifewelltravelled moments!  You'll find us tweeting Mon-Fri between 9am & 5pm","airline",NA,7266,60244834,35.3
"Fiji",24,24,"TheEllenShow","Ellen DeGeneres","Comedian, talk show host and ice road trucker. My tweets are real, and they're spectacular. https://t.co/rJNCGU9GhH","person",NA,68,828046,35.29
"Fiji",24,25,"google","Google","News and updates from Google","channel",NA,68,828046,35.29
"Fiji",24,26,"fijirugby","Fiji Rugby","","sports",NA,68,828046,35.29
"Fiji",24,27,"WorldRugby7s","World Rugby Sevens","Official Twitter account for HSBC World Rugby Sevens Series, Olympics and regional information @hsbc_sport #Rugby7s","sports",NA,68,828046,35.29
"Nepal",66,80,"intel","Intel","Intel news, views & events about global tech innovation. Looking for support? Tweet @IntelSupport","brand",NA,187,27093656,35.29
"Nepal",66,81,"lufthansa","Lufthansa","Welcome to the official twitter channel (international) of Deutsche Lufthansa AG!","airline",NA,187,27093656,35.29
"Sri Lanka",72,80,"gmail","Gmail","News, tips and tricks from the Gmail team. Need help? Fly on over to our Help Center or forum.","brand",NA,204,19120763,35.29
"United Arab Emirates",391,32,"khaleejtimes","Khaleej Times","Khaleej Times Online is the global face of the newspaper on the internet and is one of the websites in the Middle East with highest number of visits.","news",NA,1108,4104291,35.29
"Venezuela",222,50,"JLo","Jennifer Lopez","New Single #LoveMakeTheWorldGoRound out Now! #ShadesOfBlue On NBC, https://t.co/Vr9yBT9OHp","person",NA,629,26725573,35.29
"Egypt",236,57,"instagram","Instagram","Discovering �� and telling �� stories from around the world. Curated by Instagram's community team. Need help? Visit https://t.co/OQR3Kbbcdw.","channel",NA,669,72849793,35.28
"Japan",857,15,"Jetstar_Japan","ジェットスター","ジェットスターのおトクなセールや�i��ンペーン情S�を随時配信中彡 お見逃しなく","airline",NA,2429,127896740,35.28
"Malaysia",1184,13,"malaysiakini","malaysiakini.com","Malaysiakini is an award-winning independent news provider. The editorial is built on fast, accurate and independent news, well-informed and diverse views.","news",NA,3357,25652985,35.27
"Poland",49,45,"NASA","NASA","Explore the universe and discover our home planet with @NASA. We usually post in EDT (UTC-4).","other",NA,139,38195558,35.25
"Taiwan",136,16,"TIME","TIME","Breaking news and current events from around the globe. Hosted by TIME staff. Tweet questions to our customer service team @TIMEmag_Service.","news",NA,386,22704059,35.23
"Kenya",218,67,"billclinton","Bill Clinton","Founder, Clinton Foundation and 42nd President of the United States. Follow @clintonfdn fo more on my work around the world.","person",NA,619,35598952,35.22
"Morocco",293,16,"TurkishAirlines","Turkish Airlines","Thanks for visiting Europe's Best Airline on Twitter! Follow us for insights into our destinations and much more. Got an enquiry? Please consult @TK_HelpDesk.","airline",NA,832,30494991,35.22
"Pakistan",579,74,"WorldBank","World Bank","The official World Bank Twitter feed. The World Bank's mission is to fight poverty with passion and professionalism for lasting results.","other",NA,1644,158080591,35.22
"Pakistan",579,75,"UNICEF","UNICEF","UNICEF promotes the rights and wellbeing of every child in 190 countries and territories, with a special focus on reaching those in greatest need.","other",NA,1644,158080591,35.22
"Kazakhstan",50,41,"intel","Intel","Intel news, views & events about global tech innovation. Looking for support? Tweet @IntelSupport","brand",NA,142,15210609,35.21
"Kazakhstan",50,42,"MAS","Malaysia Airlines","Welcome to the official Malaysia Airlines Berhad Twitter account. We're tweeting here Monday to Friday 10am-5pm Malaysia time (GMT +8)","airline",NA,142,15210609,35.21
"Bangladesh",113,75,"DaleSteyn62","Dale Steyn","Terrible guitar player...","person",NA,321,15328112,35.2
"Iraq",385,21,"Saudi_Airlines","SAUDIA | السعودية","حساب السعودية الرسمي حيث تجدون آخر الأخبار والعروض | للشكاوى يرجى التواصل مع Saudia official account| For complaints, Pls tweet to @Saudia_Care","airline",NA,1094,27995984,35.19
"Greece",692,20,"cnnbrk","CNN Breaking News","Breaking news from reporters and editors on the CNN Digital news team. Now 42M strong. Check @cnn for all things CNN, breaking and more.","news",NA,1967,11099737,35.18
"India",3179,85,"abpnewstv","ABP News","Follow for latest news alerts from India","news",NA,9039,1134403141,35.17
"Switzerland",160,18,"Qantas","Qantas","The official Qantas Twitter page to share information & get feedback. We're online 24 hours a day, 7 days a week.","airline",NA,455,7424389,35.16
"Australia",2524,10,"FlyAirNZ","Air New Zealand️","The official Air New Zealand Twitter account  We're listening 24/7. Please call 0800 737 000 for immediate assistance.","airline",NA,7180,20310208,35.15
"Spain",316,27,"Ryanair","Ryanair","Thanks for choosing Europe's favourite airline! We're here 7am - 9pm everyday. Ryanair. Low Fares. Made Simple. Live Flight Info here: https://t.co/cnePB7yLGg","airline",NA,899,43397491,35.15
"New Zealand",285,18,"cathaypacific","Cathay Pacific","Welcome to the Cathay Pacific Airways Twitter community, where you can share your #lifewelltravelled moments!  You'll find us tweeting Mon-Fri between 9am & 5pm","airline",NA,811,4097112,35.14
"Egypt",235,58,"guardian","The Guardian","Top stories, special features, live blogs and more","news",NA,669,72849793,35.13
"South Korea",163,11,"Delta","Delta","Official account of Delta Air Lines. We're listening around the clock, 7 days a week. For a formal response please visit https://t.co/NnsfScRHt1.","airline",NA,464,47869837,35.13
"Argentina",283,43,"VirginAustralia","Virgin Australia","Welcome to the official page for Virgin Australia. We're here to help from 5am-11pm (AEST). For 24/7 assistance call 13 67 89. Feedback: http://t.co/bpg9Lb8EOj","airline",NA,806,38747148,35.11
"Argentina",283,44,"Alitalia","Alitalia","Welcome to the official AlitaliaTwitter account! Follow us for latest news and events!","travel",NA,806,38747148,35.11
"India",3174,86,"SinghaniaGautam","Gautam Singhania","Chairman and Managing Director @TheRaymondLtd. Founder of the Super Car Club of India. Passionate about cars, planes and yachts.","person",NA,9039,1134403141,35.11
"Sweden",79,22,"AirCanada","Air Canada","News & more. For fare discounts & special offers follow @ACFlightOffers. | Nouvelles et plus. Pour nos offres speciales suivez @ACFlightOffers.","airline",NA,225,9038049,35.11
"Sweden",79,23,"airfrance","Air France","#FranceisintheAir! Stay connected for our latest news! At your service 24/7 (Personal info by DM only)","airline",NA,225,9038049,35.11
"Belgium",119,22,"BBCBreaking","BBC Breaking News","Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport.","news",NA,339,10398049,35.1
"Romania",86,38,"washingtonpost","Washington Post","Tweet-length breaking news, analysis from around the world. Founded in 1877. Follow our journalists on Twitter: https://t.co/VV0UBAMHg8","news",NA,245,21627557,35.1
"Romania",86,39,"google","Google","News and updates from Google","channel",NA,245,21627557,35.1
"Japan",852,16,"tenkijp","tenki.jp","日本気象協l�が運営する天気予S�専門サービス『tenki.jp』 台風、地震などの防災気象情S�から、市区町村毎の詳しい天気予S�や、気象予S�士によるわかりやすい天気解説など豊富な気象情S�をお届けします。���i��は「てんきじぇーぴー」です。","channel",NA,2429,127896740,35.08
"Ecuador",386,22,"Qantas","Qantas","The official Qantas Twitter page to share information & get feedback. We're online 24 hours a day, 7 days a week.","airline",NA,1101,13060993,35.06
"Finland",48,46,"cnnbrk","CNN Breaking News","Breaking news from reporters and editors on the CNN Digital news team. Now 42M strong. Check @cnn for all things CNN, breaking and more.","news",NA,137,5246004,35.04
"Finland",48,47,"talouselama","Talouselama","Talouselaman toimituksen Twitter-tili. Seuraa @TEuutiset kautta kaikkia uutisotsikoitamme syotteesta.","",NA,137,5246004,35.04
"Malaysia",1176,14,"cnnbrk","CNN Breaking News","Breaking news from reporters and editors on the CNN Digital news team. Now 42M strong. Check @cnn for all things CNN, breaking and more.","news",NA,3357,25652985,35.03
"Thailand",1273,8,"YouTube","YouTube","lol watch this","channel",NA,3635,63002911,35.02
"Brazil",807,47,"cnnbrk","CNN Breaking News","Breaking news from reporters and editors on the CNN Digital news team. Now 42M strong. Check @cnn for all things CNN, breaking and more.","news",NA,2305,186830759,35.01
"Iraq",383,22,"nytimes","The New York Times","Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more from https://t.co/YapuoqX0HS.","news",NA,1094,27995984,35.01
"Hungary",21,29,"JetBlue","JetBlue Airways","Hi, nice to tweet you! Fly with us to 90+ destinations and experience our award-winning service. For concerns that require a response, call or email.","airline",NA,60,10086387,35
"Hungary",21,30,"SouthwestAir","Southwest Airlines","We run on #SouthwestHeart. Follow for news & stories about the greatest Employees & Customers in the world. For official concerns please use the link provided.","airline",NA,60,10086387,35
"Hungary",21,31,"YouTube","YouTube","lol watch this","channel",NA,60,10086387,35
"Hungary",21,32,"Boeing","The Boeing Company","Boeing has a tradition of aerospace leadership and innovation, and is committed to investing in the communities where our people work and live worldwide.","travel",NA,60,10086387,35
"Hungary",21,33,"IATA","IATA","The International Air Transport Association (IATA) is the global trade association of airlines. Our 260 members comprise 83% of total air traffic.","travel",NA,60,10086387,35
"Taiwan",135,17,"BBCBreaking","BBC Breaking News","Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport.","news",NA,386,22704059,34.97
"Singapore",3425,5,"SMRT_Singapore","SMRT Corporation","Official Twitter channel for SMRT. Offers information and real-time train service updates. For feedback, drop a line to http://t.co/G2rbdPLYAu","other",NA,9800,4327468,34.95
"Turkey",204,41,"airfrance","Air France","#FranceisintheAir! Stay connected for our latest news! At your service 24/7 (Personal info by DM only)","airline",NA,584,72969723,34.93
"Iraq",382,23,"HHShkMohd","HH Sheikh Mohammed","Official Tweets by His Highness Sheikh Mohammed bin Rashid Al Maktoum","person",NA,1094,27995984,34.92
"Italy",360,45,"NatGeo","National Geographic","Since 1888, we've traveled the Earth, sharing its amazing stories with new generations. Official Twitter account of National Geographic.","channel",NA,1031,5864636,34.92
"Italy",360,46,"TwitterItalia","Twitter Italia","Questo e il profilo ufficiale di Twitter Italia. Seguici per notizie, informazioni e curiosità.","channel",NA,1031,5864636,34.92
"Slovenia",161,24,"nytimes","The New York Times","Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more from https://t.co/YapuoqX0HS.","news",NA,461,1999425,34.92
"Bangladesh",112,76,"NehaDhupia","Neha Dhupia","Actor , Producer @biggirlpvtltd","person",NA,321,15328112,34.89
"Bangladesh",112,77,"premierleague","Premier League","Official Twitter account of the Premier League. The official Premier League app is now LIVE and FREE to download https://t.co/2wlDwf7gu1","sports",NA,321,15328112,34.89
"Bangladesh",112,78,"amlahash","hashim amla","Dig for truth..not gold. Curiosity skilled the cat. Beards are the new six pack. No facebook - No instagram","person",NA,321,15328112,34.89
"Bangladesh",112,79,"ChampionsLeague","Champions League","The official home of the UEFA Champions League on Twitter.     Spanish account: @LigadeCampeones U19: @UEFAYouthLeague","sports",NA,321,15328112,34.89
"Croatia",15,51,"CNN","CNN","It's our job to #GoThere and tell the most difficult stories. Come with us!","news",NA,43,455149,34.88
