"followee","screen_name","name","timezone","description","category","country","count","rank"
220228167,"MadhuriDixit","Madhuri Dixit-Nene","New Delhi","Constantly finding ways to connect with the world. Loving the Twitter Universe!","","India",3333,72
1447949844,"AmitShah","Amit Shah","Chennai","National President of Bharatiya Janata Party","","India",3326,73
92945681,"harbhajan_singh","Harbhajan Turbanator","New Delhi","Proud father to a princess, Indian Cricketer. 
Facebook: https://t.co/t7La7Gcge7
Instagram: https://t.co/FfW5XFD3k8","","India",3325,74
2803191,"intel","Intel","Pacific Time (US & Canada)","Intel news, views & events about global tech innovation. Looking for support? Tweet @IntelSupport","brand","India",3314,75
86254626,"realpreityzinta","Preity zinta","","Actor, Producer, Writer, Entrepreneur , Human Being and Cricket fan!","p","India",3311,76
207809313,"BJP4India","BJP","New Delhi","Official Twitter account of the Bharatiya Janata Party (BJP).","","India",3306,77
38403110,"ayushmannk","Ayushmann Khurrana","Mumbai","Instagram - https://t.co/sFOMG9rgOt","","India",3301,78
947192262,"TheJohnAbraham","John Abraham","Mumbai","Actor","","India",3280,79
59072662,"NEAsg","NEA","Singapore","NEA is the leading public organisation responsible for improving & sustaining a clean & green environment in Singapore. Contact us @ http://t.co/yZ9jceBqoo","other","Singapore",3274,6
20823928,"HeathrowAirport","Heathrow Airport","London","Welcome to the official Heathrow Airport Twitter feed. We're here to help every day between 6:30am and 11pm (GMT). Follow @yourHeathrow for our expansion news.","airport","United Kingdom",3265,5
59808841,"YUVSTRONG12","yuvraj singh","Mumbai","If I can you can !","","India",3261,80
113292385,"AirAsiaId","AirAsia Indonesia","Jakarta","Maskapai penerbangan berbiaya hemat dan inovatif. 
untuk segala pertanyaan/complaint silakan langsung mention @askairasia","airline","Indonesia",3248,2
366947884,"Varun_dvn","Varun dhawan","Chennai","artist, the voice of the voiceless","","India",3245,81
2768501,"abcnews","ABC News","Sydney","Latest news updates from the Australian Broadcasting Corp. This is an official @abcaustralia account.","news","Australia",3237,3
69183155,"detikcom","detikcom","Jakarta","Official Twitter of http://t.co/oOBkZ1EQMA. redaksi@detik.com | promosi@detik.com | 
Android: http://t.co/uBAYnisH9r
iPhone: http://t.co/36uDqdyxKN","news","Indonesia",3235,3
124258971,"ashabhosle","ashabhosle","Mumbai","Singer since 1943","","India",3235,82
53556894,"MaheshNBhatt","Mahesh Bhatt","Mumbai","Film Maker, Author, Nomad with no destination. I don't have any thoughts which I can call my own--not one thought, not one word, not one experience.","","India",3225,83
821045162,"emirates","Emirates airline","Abu Dhabi","The official Twitter channel for Emirates airline. Pls tweet @EmiratesSupport if you need any assistance in English & Arabic. We are online 24/7","airline","United Kingdom",3208,6
45621423,"EtihadAirways","Etihad Airways","Abu Dhabi","Welcome to the official Etihad Airways Twitter account! Follow us for latest news, events and exclusive competitions! For queries or problems, go to @EtihadHelp","airline","United Kingdom",3198,7
56913467,"NehaDhupia","Neha Dhupia","Mumbai","Actor , Producer @biggirlpvtltd","","India",3194,84
8161232,"richardbranson","Richard Branson","London","Tie-loathing adventurer, philanthropist & troublemaker, who believes in turning ideas into reality. Otherwise known as Dr Yes at @virgin!","person","United Kingdom",3193,8
574253,"mrbrown","mrbrown","Singapore","mrbrown aka Kinmun Lee, Blogfather of Singapore, satirist, writer, lyricist, traveler, photographer, cyclist, gamer, and podcaster. Papa of Faith, Isaac & Joy.","person","Singapore",3187,7
39240673,"abpnewstv","ABP News","New Delhi","Follow for latest news alerts from India","","India",3179,85
754613281,"SinghaniaGautam","Gautam Singhania","Chennai","Chairman and Managing Director @TheRaymondLtd. Founder of the Super Car Club of India. Passionate about cars, planes and yachts.","","India",3174,86
115624161,"YahooSG","Yahoo Singapore","Singapore","Yahoo Singapore's official Twitter account. For bite-sized news and thoughts from S'pore and the world. https://t.co/8THI4Qh1GQ | http://t.co/g43c7Fwh4F","news","Singapore",3076,8
18909186,"TurkishAirlines","Turkish Airlines","Istanbul","Thanks for visiting Europe’s Best Airline on Twitter! Follow us for insights into our destinations and much more. Got an enquiry? Please consult @TK_HelpDesk.","airline","India",3037,87
14293310,"TIME","TIME","Eastern Time (US & Canada)","Breaking news and current events from around the globe. Hosted by TIME staff. Tweet questions to our customer service team @TIMEmag_Service.","news","India",3027,88
56377143,"KLM","Royal Dutch Airlines","Amsterdam","Official global account of KLM. While we keep you updated, we're at your service in 12 languages. Share personal details only in private messages!","airline","United Kingdom",3022,9
8161232,"richardbranson","Richard Branson","London","Tie-loathing adventurer, philanthropist & troublemaker, who believes in turning ideas into reality. Otherwise known as Dr Yes at @virgin!","person","Australia",3012,4
3108351,"WSJ","Wall Street Journal","Eastern Time (US & Canada)","Breaking news and features from the WSJ.","news","India",2995,89
15670515,"Windows","Windows","Pacific Time (US & Canada)","Windows news, product info & global stories of people using Windows technology to #DoGreatThings. For support tweet @WindowsSupport","brand","India",2979,90
91478624,"Forbes","Forbes","Eastern Time (US & Canada)","Official Twitter account of http://t.co/iVGiXAHX, homepage for the world's business leaders.","channel","India",2961,91
813286,"BarackObama","Barack Obama","Eastern Time (US & Canada)","This account is run by Organizing for Action staff. Tweets from the President are signed -bo.","person","Australia",2924,5
124476322,"lufthansa","Lufthansa","Bern","Welcome to the official twitter channel (international) of Deutsche Lufthansa AG!","airline","India",2909,92
19273963,"JetstarAirways","Jetstar Airways","Melbourne","Australia's all day, every day low fares airline. Here to help with customer service queries & fantastic offers. Monitored 7am-8pm weekdays & 9am-5pm weekends.","airline","Australia",2832,6
57261519,"Metro_TV","METRO TV","Jakarta","The Official Twitter Page of METRO TV | METROTVNEWS com","news","Indonesia",2828,4
428333,"cnnbrk","CNN Breaking News","Eastern Time (US & Canada)","Breaking news from reporters and editors on the CNN Digital news team. Now 42M strong. Check @cnn for all things CNN, breaking and more.","news","Singapore",2810,9
15846407,"TheEllenShow","Ellen DeGeneres","Pacific Time (US & Canada)","Comedian, talk show host and ice road trucker. My tweets are real, and they’re spectacular. https://t.co/rJNCGU9GhH","person","Singapore",2791,10
180505807,"instagram","Instagram","Pacific Time (US & Canada)","Discovering — and telling — stories from around the world. Curated by Instagram's community team. Need help? Visit https://t.co/OQR3Kbbcdw.","channel","Singapore",2787,11
22919665,"AirAsia","AirAsia","Kuala Lumpur","Welcome to our official Twitter account where we tweet exclusive updates, contests & our low fares all in just 140 characters!","airline","Indonesia",2764,5
218730857,"Qantas","Qantas","Sydney","The official Qantas Twitter page to share information & get feedback. We’re online 24 hours a day, 7 days a week.","airline","United Kingdom",2757,10
16898427,"cathaypacific","Cathay Pacific","Hong Kong","Welcome to the Cathay Pacific Airways Twitter community, where you can share your #lifewelltravelled moments!  You’ll find us tweeting Mon-Fri between 9am & 5pm","airline","India",2752,93
22536055,"AmericanAir","American Airlines","Central Time (US & Canada)","We’re here to offer advice and inspiration for your trip on American. Please click here if you require a formal response to a complaint:https://t.co/gHXQN4ORDA","airline","United Kingdom",2747,11
38676903,"easyJet","easyJet","London","Connecting people across Europe & passionate about making travel easy & affordable. 8:00-8:00pm GMT Mon-Sun. For customer services visit
https://t.co/hOTXBHTSHz","travel","United Kingdom",2743,12
16675569,"smh","smh.com.au","Sydney","Australia's leading news source, The Sydney Morning Herald. Independent. Always.","news","Australia",2730,7
813286,"BarackObama","Barack Obama","Eastern Time (US & Canada)","This account is run by Organizing for Action staff. Tweets from the President are signed -bo.","person","Singapore",2707,12
9609632,"australian","The Australian","Sydney","News from The Australian newspaper and The Australian Online.","news","Australia",2683,8
22919665,"AirAsia","AirAsia","Kuala Lumpur","Welcome to our official Twitter account where we tweet exclusive updates, contests & our low fares all in just 140 characters!","airline","Singapore",2681,13
68321763,"LTAsg","LTA","Singapore","Latest transport happenings & lifestyle updates. 

For traffic news, follow @LTATrafficNews. Check out our FB (https://t.co/Ucwpk8rJWH) & IG (@LTAsg) for more!","other","Singapore",2672,14
14159148,"UN","United Nations","Eastern Time (US & Canada)","Official twitter account of #UnitedNations. Get latest information on the #UNGA. Follow us on Snapchat: united-nations. #GlobalGoals #UN4RefugeesMigrants","other","India",2658,94
1652541,"Reuters","Reuters Top News","Eastern Time (US & Canada)","Top and breaking news, pictures, and videos from Reuters.","news","India",2649,95
22919665,"AirAsia","AirAsia","Kuala Lumpur","Welcome to our official Twitter account where we tweet exclusive updates, contests & our low fares all in just 140 characters!","airline","Malaysia",2642,1
243381107,"GooglePlay","Google Play","Pacific Time (US & Canada)","We’re exploring the world’s greatest stories through movies, TV, music, games, apps, books and so much more. Up for new adventures and discoveries? Let’s play.","brand","India",2640,96
56883209,"govsingapore","Singapore Government","International Date Line West","Gov.sg - the official Twitter account of the Singapore government. Your first stop for the very latest policy announcements, information and news on Singapore.","other","Singapore",2625,15
56505125,"googlechrome","Google Chrome","Pacific Time (US & Canada)","The official Twitter account for the Google Chrome browser, OS, Chromebooks, Chromecast, and Web Store","brand","India",2624,97
1307120064,"SBYudhoyono","S. B. Yudhoyono","Bangkok","Akun Resmi Presiden Ke-6 RI (2004-2014) Susilo Bambang Yudhoyono. Dikelola oleh Staf Pribadi. Twit dari Susilo Bambang Yudhoyono ditandai *SBY*","person","Indonesia",2620,6
813286,"BarackObama","Barack Obama","Eastern Time (US & Canada)","This account is run by Organizing for Action staff. Tweets from the President are signed -bo.","person","United States",2607,1
18211861,"cinema21","Cinema XXI","Jakarta","Always updated movie news, officially from Cinema XXI, The Premiere and Cinema 21","","Indonesia",2604,7
19106719,"MAS","Malaysia Airlines","Kuala Lumpur","Welcome to the official Malaysia Airlines Berhad Twitter account. We’re tweeting here Monday to Friday 10am-5pm Malaysia time (GMT +8)","airline","Malaysia",2582,2
38679388,"gmail","Gmail","Pacific Time (US & Canada)","News, tips and tricks from the Gmail team. Need help? Fly on over to our Help Center or forum.","brand","India",2568,98
16898427,"cathaypacific","Cathay Pacific","Hong Kong","Welcome to the Cathay Pacific Airways Twitter community, where you can share your #lifewelltravelled moments!  You’ll find us tweeting Mon-Fri between 9am & 5pm","airline","United Kingdom",2565,13
