"screen_name","name","description","category","X","count"
"tagesschau","tagesschau","Die Nachrichten der ARD","news",NA,1
"nikebasketball","Nike Basketball","Bringing innovation and inspiration to the game.","sports",NA,1
"SkyTG24","Sky TG24","News, video, fotogallery e la diretta web 24 ore su 24. Sky TG24 e sui canali 100 e 500 di Sky e anche sul canale 50 del digitale terrestre.","news",NA,1
"SoundCloud","SoundCloud","SoundCloud is an audio platform that lets you listen to what you love and share the sounds you create.  Need help? Tweet @SCsupport.","other",NA,1
"ElUniversal","El Universal","Porque decides a diario. Los principales titulares de lo que ocurre en este momento en Venezuela y el mundo","news",NA,1
"dw_arabic","DW (عربية)","تغطية مميزة لكل ما يجري في ألمانيا والعالم من أحداث سياسية واجتماعية وثقافية ورياضية. ---------------- MT/RT/Follow does not mean endorsement","news",NA,1
"dw_persian","DW فارسی","مهم��ترین اخبار ایران و جهان در حساب رسمی دویچه وله فارسی در توییتر","news",NA,1
"Buenafuente","Andreu Buenafuente","Soy muy fan tuya, pero ahora no me acuerdo como te llamas ( una desconocida, en la calle).","person",NA,1
"TwitterEng","Twitter Engineering","The official account for Twitter Engineering.","other",NA,1
"TimesLIVE","Times LIVE","Links to news from https://t.co/kiVhTAAy7S --Cover pic by John Mullineux https://t.co/wqbEp9OPGL","news",NA,1
"Wharton","The Wharton School","The Wharton School of @Penn, the world's first collegiate business school. Advancing ideas & leaders for 135 years (tweeting for 9). #Philadelphia #SanFrancisco","other",NA,1
"tacobell","Taco Bell","Live Mas","brand",NA,1
"clarincom","Clarin.com","Noticias de Argentina y el mundo las 24 horas. Informacion de ultimo momento, opinion, analisis e informes especiales.","news",NA,1
"elcomercio","El Comercio","#ElComercio informa a traves de este espacio lo que sucede en #Peru y el Mundo minuto a minuto. Tambien sigue a @sociedad_ECpe y @Politica_ECpe","news",NA,1
"SBSNews","SBS News","SBS World News - bringing you the global & national news that matters. Watch SBS ONE 6.30pm nightly and 10.30pm Mon-Fri, listen at 6pm Mon-Fri.","news",NA,1
"Schiphol","Schiphol","Welcome to the official Amsterdam Airport Schiphol Twitter feed. We're here to help 7 days a week between 06:00 and 00:00 (CEST).","airport",NA,1
"Le_Figaro","Le Figaro","* Snapchat: lefigarofr * Actualites, economie, politique, culture et divertissements. Le Figaro, 1er quotidien et 1er site d'information generaliste en France","news",NA,1
"SIConline","SIC","SIC","",NA,1
"expresso","Expresso","Toda a informacao do site do jornal de referencia lider em Portugal","news",NA,1
"rtenews","RTE News","RTE News and Current Affairs - Irish and International News","news",NA,1
"CapeTown","Cape Town","Curated Cape Town since 2007 | Fiercely Independent | Tweets by @iAmnotMany - Entrepreneur & Digital Content Strategist | https://t.co/bscoIfklGB | #iAnM","news",NA,1
"RPPNoticias","RPP Noticias","Noticias del Peru y el mundo actualizadas desde nuestra redaccion minuto a minuto.","news",NA,1
"BILD","BILD","Hier twittern die BILD-Redaktion in Berlin und die Reporter aus aller Welt � Snapchat: hellobild � Impressum: https://t.co/QmyG5OkSeF","news",NA,1
"BA_USA","British Airways N.A.","This account is no longer active. Please follow @british_airways for 24-hour a day customer support and updates.","airline",NA,1
"ELTIEMPO","EL TIEMPO","Principales noticias de Colombia y el mundo. Los invitamos a navegar nuestro nuevo portal, centrado en las preferencias de los lectores.","news",NA,1
"bbcmundo","BBC Mundo","Twitter oficial de BBC Mundo. Aqui encuentran una seleccion de lo mejor de nuestro contenido y los invitamos a una conversacion global. �Se animan?","news",NA,1
"DomPost","Dominion Post","News from The Dominion Post newsroom.","news",NA,1
"qatarliving","Qatar Living","The latest and greatest from the QL Team! Tweet using #QatarLiving and we will share! Follow us on Snapchat - username: qatar_living","airline",NA,1
"NRKno","NRK","Den offisielle Twitter-kontoen til NRK. Tips oss pa telefon, sms og mms til 03030. 03030@nrk.no","news",NA,1
"WorldVisionUSA","World Vision USA","Founded in 1950, we serve close to 100 million people in nearly 100 countries worldwide. We believe in children. Sponsor here: http://t.co/QGBfLFBtMR","brand",NA,1
"Schwarzenegger","Arnold","Former Mr. Olympia, Conan, Terminator, and Governor of California. I killed the Predator. I told you I'd be back. Snapchat: ArnoldSchnitzel","person",NA,1
"Bulgaria","Bulgaria","Republic of Bulgaria (Република България, Republika Balgariya)","other",NA,1
"fijitimes","The Fiji Times","Fiji breaking news, daily updates from The Fiji Times","news",NA,1
"AlaskaAir","Alaska Airlines","Official account of Alaska Airlines. Our Social Care team is here for you 24/7. For a formal response: https://t.co/NejvhDF05N. Tag photos with #iFlyAlaska","airline",NA,1
"WWF","WWF","Building a future in which people live in harmony with nature. #togetherpossible","other",NA,1
"LEXPRESS","L'Express","Tous les jours, toute l'info. Suivez-nous !","",NA,1
"jordievole","Jordi Evole","Uno del barrio y de @salvadostv","person",NA,1
"mmblogs","MBS - Myanmar Blogs","Latest posts from Myanmar Blogs.","",NA,1
"tayzar44","Htoo Tay Zar","Photojournalist, blogger, fixer from a country called #Myanmar #Burma","person",NA,1
"quran","Quran","O you who believe, stand up as witnesses for God in all fairness, and do not let the hatred of a people deviate you from justice. (5:8)","other",NA,1
"SavetheChildren","Save the Children US","We invest in childhood-every day, in times of crisis & for our future. We give children a healthy start, the opportunity to learn & protection from harm.","",NA,1
"RaiNews","Rainews","Il sito di informazione della Rai - Notizie e approfondimenti 24/7 Digitale terrestre: canale 48 - Satellite: canale 508 - http://t.co/h9D5o9ges5","news",NA,1
"TheOnion","The Onion","America's Finest News Source. https://t.co/SbVS1vuwnU","news",NA,1
"Aftenposten","Aftenposten","Official twittersite of Aftenposten. Nyhetsfeed fra Aftenposten. Gratis tilgang til 6 saker i uken. Unntak er @Amagasinet & enkelte saker som er for abonnenter.","news",NA,1
"ShareThis","ShareThis","ShareThis empowers a more authentic digital experience by connecting people through the content they love across millions of sites.","",NA,1
"andy_murray","Andy Murray","I play tennis.","person",NA,1
"Peston","Robert Peston","ITV (pol ed), Speakers for Schools (founder), writer (How do we fix this mess?), Arsenal (East Stand), Peston on Sunday (Peston) - not always in that order","person",NA,1
"airwayslive","AirwaysLive","AirwaysNews is now AirwaysLive. Find us at https://t.co/zyiPoOXJmJ where we cover every aspect of commercial aviation worldwide.","travel",NA,1
"jovanatozija","Шукар Чавела","Шампион во кинење хулахопки.  Смрт за турбофолкот, слобода за народот.  http://t.co/YmWEW9I3","person",NA,1
"NZZ","Neue Zurcher Zeitung","Hier vertwittert die @NZZ Schnelles und Tiefgrundiges. Es twittern Adrienne Fichter (@adfichter) und Oliver Fuchs (@oliphox).","",NA,1
"DB_Info","Deutsche Bahn","@DB_Info bietet aktuelle Verkehrsmeldungen und Informationen zu unseren Angeboten. Sie haben eine Frage zum Personenverkehr der DB? Besuchen Sie @DB_Bahn.","channel",NA,1
"Bourdain","Anthony Bourdain","Enthusiast.","person",NA,1
"gchahal","Gurbaksh S. Chahal","Die Hard Entrepreneur. Love innovation & building amazing companies. Founder of ClickAgents, BlueLithium, RadiumOne, Gravity4 & The Chahal Foundation.","person",NA,1
"waddey","Waddey","Maldives, Social media, Space, Linux, Seafood, Gaming, Oreo, Metalhead, Cats","",NA,1
"itcommk","it.mk","Официјален Twitter профил на https://t.co/gAjfbQJCdq - Портал за информатичка технологија.","",NA,1
"tvn24","tvn24","Najnowsze informacje z Polski i ze swiata.","news",NA,1
"Channel4News","Channel 4 News","Stories that reveal and inspire, challenging expectations. Watch our best video: https://t.co/VTHFBL5J3A","news",NA,1
"MayoClinic","Mayo Clinic","An integrated clinical practice, education and research institution specializing in treating patients. Account maintained by @MayoClinic/MCCSM.","",NA,1
"hosteltur","hosteltur","Noticias de turismo y ultima hora del sector turistico profesional: economia, transportes, hoteles, agencias, turoperadores... Edicion Espana.","news",NA,1
"passagensaereas","Melhores Destinos","O maior site de promocões de passagens aereas do Brasil. Receba promocões em primeira mao. [Melhores Destinos]","",NA,1
"RadioFarda","رادیو فردا","راديو فردا که کار خود را از سال ۱۳۸۲ آغاز کرده، در کنار کار حرفه ای خبررسانی، برگزيده ای از موسيقی ايرانی و غربی را پخش می کند","channel",NA,1
"NLB","NLB","National Library Board of Singapore","channel",NA,1
"TweetDeck","TweetDeck","The most powerful Twitter tool for real-time tracking, organizing and engagement.","channel",NA,1
"elespectador","El Espectador","Noticias de Colombia y el mundo. Aqui la opinion es noticia. @deportesEE, @EEopinion, @EspectadorVideo, @EspectadorBlogs, @TecnoEspectador","news",NA,1
"ElNacionalWeb","El Nacional","Te informamos sobre las noticias mas recientes de Venezuela y el mundo, Deportes, Espectaculos, Ciencia, Economia y mas �Tu opinion es importante!","news",NA,1
"ntv","NTV","Turkiye'nin Haber Kanali. http://t.co/K6w0Ry1F http://t.co/wzs1Xp1Qz0 http://t.co/nMKLyZxs http://t.co/ZeFVlyvn http://t.co/TcsCvoWymr","news",NA,1
"Ahmed_Adeeb","Ahmed Adeeb","Vice President of the Republic of Maldives, Former Vice President of the Progressive Party (PPM) & Minister of Tourism of Maldives.","person",NA,1
"NewYorkFed","New York Fed","News and announcements from the Federal Reserve Bank of New York","other",NA,1
"IrishTimes","The Irish Times","Diverse opinion, thorough reporting and outstanding writing from http://t.co/1Etncb0wHP, plus RTs of our journalists. Customer service team is @IrishTimesHelp.","news",NA,1
"kasujja","Alan Kasujja","Presenter #BBCNewsday- Interested in conversations about Africa.","person",NA,1
"CERN","CERN","CERN, the European Organization for Nuclear Research, is the world's largest particle physics lab and has #RestartLHC for #13TeV collisions. French: @CERN_FR","other",NA,1
"newscomauHQ","news.com.au","Australia's most popular news site. Bringing you the latest breaking news from Australia and around the world.","news",NA,1
"Internazionale","Internazionale","Le ultime notizie da tutto il mondo scelte dalla redazione di Internazionale.","news",NA,1
"meralco","MERALCO","The OFFICIAL Twitter Account of the Manila Electric Company. Call Center: 16211 SMS Messaging: 0920-9716211(SMART)/0917-5516211(GLOBE)/0925-7716211 (SUN)","",NA,1
"manila_bulletin","Manila Bulletin News","Breaking news and stories from different sides. RTs from our journalists. Unparalleled journalism in the Philippines since 1900. #BeFullyInformed","news",NA,1
"VANS_66","Vans","The official Vans Twitter. Also check out: @vansskate @vanssurf @vansbmx66 @vanssnow @vansgirls & Snapchat: vans #Since66","brand",NA,1
"JornalNoticias","Jornal de Noticias","","news",NA,1
"kfc","KFC","Kentucky Fried Chicken. Founded by The Colonel. Practitioners of The Hard Way. Purveyors of the World's Best Chicken.","brand",NA,1
"denniksme","Dennik SME","Najdolezitejsie spravy zo SME.sk - sledujte aj @SME_Veda @SME_Auto @SME_Data @SME_Ekonomika @SME_Komentare alebo @Gulas_SME.","news",NA,1
"Jutarnji","Jutarnji.hr","","news",NA,1
"reallynattu","Nattu","Explorer, photographer by passion, UX & UI at @ServisHero, from the very beautiful islands of the Maldives. Co-founder of @Maldives & @kickstartmv","person",NA,1
"DeepakChopra","Deepak Chopra","","person",NA,1
"Virgin","Virgin","Welcome! This is the official Twitter page for the Virgin Group - sharing news, views and fun from around the Virgin universe","brand",NA,1
"SimpliFlying","SimpliFlying","We help airlines become remarkable. We've worked with 70+ airlines & airports globally, pushing boundaries. Are you willing to embrace change too?","airport",NA,1
"BBCScotlandNews","BBC Scotland News","Breaking news direct from @BBCScotland. For sport updates follow @BBCSportScot. On Instagram and Snapchat at bbcscotnews.","news",NA,1
"mshahdy","Mohamed Shahdy","lawyer by profession, human by nature. tweets are my own opinion and are not reflective of those of any firms, organizations, bodies I am afiliated with.","",NA,1
"SGnews","Singapore News","Singapore news consolidated and twittered. Managed by @benkoe.","news",NA,1
"vodafoneNZ","Vodafone New Zealand","The official Vodafone New Zealand twitter account.","news",NA,1
"NelsonMandela","NelsonMandela","The Nelson Mandela Foundation contributes to a just society by promoting the values, vision and work of our Founder #LivingTheLegacy RTs �� Endorsements","",NA,1
